1558
1	17821.51	25472.11	0.000000	0.686275	0.686275	0.686275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	17408.88	19902.04	0.000000	0.686275	0.686275	0.686275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3	18573.98	8367.35	0.000000	0.686275	0.686275	0.686275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4	9111.13	5491.18	0.000000	0.686275	0.686275	0.686275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5	12327.1	19260.01	0.000000	0.686275	0.686275	0.686275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6	23636.18	1537.09	0.000000	0.686275	0.686275	0.686275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7	2437.54	19220.25	0.000000	0.686275	0.686275	0.686275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8	19299.89	6680.04	0.000000	0.686275	0.686275	0.686275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
9	17687.71	24315.02	0.000000	0.686275	0.686275	0.686275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
10	12561.75	28478.68	0.000000	0.686275	0.686275	0.686275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
11	3484.64	16521.62	0.000000	0.686275	0.686275	0.686275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
12	687.3	18863.42	0.000000	0.686275	0.686275	0.686275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13	1377.78	17878.21	0.000000	0.686275	0.686275	0.686275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
14	18993.62	3857.62	0.000000	0.686275	0.686275	0.686275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
15	12422.34	15018.97	0.000000	0.686275	0.686275	0.686275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
16	27662.03	26218.97	0.000000	0.686275	0.686275	0.686275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
17	24499.74	18220.92	0.000000	0.686275	0.686275	0.686275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
18	24866.53	18493.75	0.000000	0.686275	0.686275	0.686275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
