0	0.0009987354278564453
10	0.0009984970092773438
20	0.0009996891021728516
30	0.003976583480834961
40	0.0020313262939453125
50	0.002980947494506836
60	0.0019905567169189453
70	0.002993345260620117
80	0.00399327278137207
90	0.003988981246948242
100	0.004993438720703125
110	0.00498652458190918
120	0.005986690521240234
130	0.005982160568237305
140	0.006981849670410156
150	0.008974075317382812
160	0.007978200912475586
170	0.008982419967651367
180	0.007980823516845703
190	0.007978439331054688
200	0.008975028991699219
210	0.010973930358886719
220	0.00898599624633789
230	0.009965896606445312
240	0.012972116470336914
250	0.011803150177001953
260	0.011968612670898438
270	0.011487960815429688
280	0.015468120574951172
290	0.012964725494384766
300	0.012964487075805664
310	0.013962268829345703
320	0.013965129852294922
330	0.014960527420043945
340	0.014955759048461914
350	0.014958381652832031
360	0.015961408615112305
370	0.016956090927124023
380	0.0169527530670166
390	0.015979766845703125
400	0.018950700759887695
410	0.017914772033691406
420	0.017938613891601562
430	0.01995682716369629
440	0.017951250076293945
450	0.017943620681762695
460	0.02294611930847168
470	0.022869110107421875
480	0.021940231323242188
490	0.024926424026489258
